person_id,workflow,correct_pairs,reversed_pairs,evaluated_pairs,tied_summary_pairs,same_source_time_pairs,missing_event_pairs,temporal_score
900efb9a-fb57-4f25-b2a3-0a8c6f55b2d6,rag,26,0,26,2,0,17,100.0
900efb9a-fb57-4f25-b2a3-0a8c6f55b2d6,rag_verification,26,0,26,2,0,17,100.0
94264e23-ea67-496e-b027-5dd0cc334f1e,direct,54,2,56,22,0,0,96.42857142857143
94264e23-ea67-496e-b027-5dd0cc334f1e,hierarchical,62,0,62,16,0,0,100.0
94264e23-ea67-496e-b027-5dd0cc334f1e,rag,12,0,12,3,0,63,100.0
94264e23-ea67-496e-b027-5dd0cc334f1e,rag_verification,9,0,9,6,0,63,100.0
96766f3f-aa50-4bcb-abbf-884328049ea9,direct,15,0,15,6,0,7,100.0
96766f3f-aa50-4bcb-abbf-884328049ea9,hierarchical,21,0,21,0,0,7,100.0
96766f3f-aa50-4bcb-abbf-884328049ea9,rag,14,0,14,1,0,13,100.0
96766f3f-aa50-4bcb-abbf-884328049ea9,rag_verification,20,0,20,1,0,7,100.0
973ee9d2-7c23-4e1d-afb2-86f679b55964,direct,56,0,56,22,0,0,100.0
973ee9d2-7c23-4e1d-afb2-86f679b55964,hierarchical,62,0,62,16,0,0,100.0
973ee9d2-7c23-4e1d-afb2-86f679b55964,rag,43,0,43,12,0,23,100.0
973ee9d2-7c23-4e1d-afb2-86f679b55964,rag_verification,40,0,40,15,0,23,100.0
9d8fd25d-c4fe-4343-8ff5-5da5dad4e740,direct,227,0,227,26,0,0,100.0
9d8fd25d-c4fe-4343-8ff5-5da5dad4e740,hierarchical,192,3,195,58,0,0,98.46153846153847
9d8fd25d-c4fe-4343-8ff5-5da5dad4e740,rag,196,0,196,35,0,22,100.0
9d8fd25d-c4fe-4343-8ff5-5da5dad4e740,rag_verification,207,0,207,46,0,0,100.0
a8629d2e-7fd8-449a-9149-e0f5045a04c4,direct,28,0,28,8,0,0,100.0
a8629d2e-7fd8-449a-9149-e0f5045a04c4,hierarchical,25,0,25,11,0,0,100.0
a8629d2e-7fd8-449a-9149-e0f5045a04c4,rag,20,0,20,16,0,0,100.0
a8629d2e-7fd8-449a-9149-e0f5045a04c4,rag_verification,29,0,29,7,0,0,100.0
a9827c1c-fb54-4e5b-8bc6-d3099869e671,direct,44,2,46,9,0,11,95.65217391304348
a9827c1c-fb54-4e5b-8bc6-d3099869e671,hierarchical,45,1,46,9,0,11,97.82608695652173
a9827c1c-fb54-4e5b-8bc6-d3099869e671,rag,15,0,15,6,0,45,100.0
a9827c1c-fb54-4e5b-8bc6-d3099869e671,rag_verification,9,0,9,1,0,56,100.0
b70c7ff6-c2af-4df6-bd88-889bf767a168,direct,41,0,41,4,0,10,100.0
b70c7ff6-c2af-4df6-bd88-889bf767a168,hierarchical,49,2,51,4,0,0,96.07843137254902
b70c7ff6-c2af-4df6-bd88-889bf767a168,rag,47,3,50,5,0,0,94.0
b70c7ff6-c2af-4df6-bd88-889bf767a168,rag_verification,48,0,48,7,0,0,100.0
b8085350-6748-47a5-a12f-6acd07c40a82,direct,37,0,37,8,0,0,100.0
b8085350-6748-47a5-a12f-6acd07c40a82,hierarchical,32,0,32,13,0,0,100.0
b8085350-6748-47a5-a12f-6acd07c40a82,rag,35,2,37,8,0,0,94.5945945945946
b8085350-6748-47a5-a12f-6acd07c40a82,rag_verification,36,2,38,7,0,0,94.73684210526315
c332ce87-7afd-4a74-9896-3fef50179bd0,direct,64,1,65,26,0,0,98.46153846153847
c332ce87-7afd-4a74-9896-3fef50179bd0,hierarchical,62,0,62,16,0,13,100.0
c332ce87-7afd-4a74-9896-3fef50179bd0,rag,68,0,68,23,0,0,100.0
c332ce87-7afd-4a74-9896-3fef50179bd0,rag_verification,60,0,60,31,0,0,100.0
c50e236f-6b3d-41c8-9e16-7ec343cac820,direct,42,0,42,13,0,11,100.0
c50e236f-6b3d-41c8-9e16-7ec343cac820,hierarchical,40,0,40,15,0,11,100.0
c50e236f-6b3d-41c8-9e16-7ec343cac820,rag,37,0,37,8,0,21,100.0
c50e236f-6b3d-41c8-9e16-7ec343cac820,rag_verification,17,0,17,4,0,45,100.0
c51243b8-e3d9-4cf7-ab29-0315048f91dc,direct,63,0,63,28,0,0,100.0
c51243b8-e3d9-4cf7-ab29-0315048f91dc,hierarchical,63,0,63,28,0,0,100.0
c51243b8-e3d9-4cf7-ab29-0315048f91dc,rag,70,1,71,20,0,0,98.59154929577466
c51243b8-e3d9-4cf7-ab29-0315048f91dc,rag_verification,70,1,71,20,0,0,98.59154929577466
c54a9649-495a-4f89-a8ca-fbb14ba70ca6,direct,66,1,67,11,0,0,98.50746268656717
c54a9649-495a-4f89-a8ca-fbb14ba70ca6,hierarchical,52,3,55,11,0,12,94.54545454545455
c54a9649-495a-4f89-a8ca-fbb14ba70ca6,rag,42,0,42,13,0,23,100.0
c54a9649-495a-4f89-a8ca-fbb14ba70ca6,rag_verification,43,0,43,12,0,23,100.0
c6c45c39-cd73-49dd-818d-0a7865fe8a7f,direct,65,0,65,26,0,0,100.0
c6c45c39-cd73-49dd-818d-0a7865fe8a7f,hierarchical,46,0,46,9,0,36,100.0
c6c45c39-cd73-49dd-818d-0a7865fe8a7f,rag,65,0,65,26,0,0,100.0
c6c45c39-cd73-49dd-818d-0a7865fe8a7f,rag_verification,56,0,56,22,0,13,100.0
c87e610e-ac2a-48cf-ac32-054f3e595498,direct,19,0,19,2,0,0,100.0
c87e610e-ac2a-48cf-ac32-054f3e595498,hierarchical,19,0,19,2,0,0,100.0
c87e610e-ac2a-48cf-ac32-054f3e595498,rag,18,0,18,3,0,0,100.0
c87e610e-ac2a-48cf-ac32-054f3e595498,rag_verification,17,0,17,4,0,0,100.0
ce0046dc-0ad3-4710-8147-549793c58b44,direct,53,0,53,13,0,0,100.0
ce0046dc-0ad3-4710-8147-549793c58b44,hierarchical,51,0,51,15,0,0,100.0
ce0046dc-0ad3-4710-8147-549793c58b44,rag,41,1,42,13,0,11,97.61904761904762
ce0046dc-0ad3-4710-8147-549793c58b44,rag_verification,32,1,33,12,0,21,96.96969696969697
d362867a-d350-4aca-82d0-a63b7e0a14c7,direct,31,0,31,5,0,0,100.0
d362867a-d350-4aca-82d0-a63b7e0a14c7,hierarchical,18,0,18,3,0,15,100.0
d362867a-d350-4aca-82d0-a63b7e0a14c7,rag,16,0,16,5,0,15,100.0
d362867a-d350-4aca-82d0-a63b7e0a14c7,rag_verification,15,0,15,6,0,15,100.0
e8885d7c-b863-4c41-997e-588416d655ae,direct,50,1,51,27,0,0,98.0392156862745
e8885d7c-b863-4c41-997e-588416d655ae,hierarchical,56,1,57,21,0,0,98.24561403508771
e8885d7c-b863-4c41-997e-588416d655ae,rag,35,0,35,10,0,33,100.0
e8885d7c-b863-4c41-997e-588416d655ae,rag_verification,35,0,35,10,0,33,100.0
ebb1ca4c-f42f-41d8-adbc-1b08949036d1,direct,91,7,98,38,0,0,92.85714285714286
ebb1ca4c-f42f-41d8-adbc-1b08949036d1,hierarchical,93,0,93,43,0,0,100.0
ebb1ca4c-f42f-41d8-adbc-1b08949036d1,rag,53,0,53,13,0,70,100.0
ebb1ca4c-f42f-41d8-adbc-1b08949036d1,rag_verification,61,0,61,17,0,58,100.0
ef943dfb-1368-44e0-a946-a0be360e1d54,direct,22,0,22,6,0,0,100.0
ef943dfb-1368-44e0-a946-a0be360e1d54,hierarchical,22,0,22,6,0,0,100.0
ef943dfb-1368-44e0-a946-a0be360e1d54,rag,24,0,24,4,0,0,100.0
ef943dfb-1368-44e0-a946-a0be360e1d54,rag_verification,24,0,24,4,0,0,100.0
f1538231-21af-4cfa-8b40-3303aa0d0c96,direct,25,0,25,3,0,0,100.0
f1538231-21af-4cfa-8b40-3303aa0d0c96,hierarchical,24,0,24,4,0,0,100.0
f1538231-21af-4cfa-8b40-3303aa0d0c96,rag,27,0,27,1,0,0,100.0
f1538231-21af-4cfa-8b40-3303aa0d0c96,rag_verification,24,0,24,4,0,0,100.0
f44d4a08-4c76-4000-ad61-d1d81032e643,direct,30,0,30,6,0,0,100.0
f44d4a08-4c76-4000-ad61-d1d81032e643,hierarchical,31,0,31,5,0,0,100.0
f44d4a08-4c76-4000-ad61-d1d81032e643,rag,32,0,32,4,0,0,100.0
f44d4a08-4c76-4000-ad61-d1d81032e643,rag_verification,32,0,32,4,0,0,100.0
f97ee974-67f3-4d72-9ed4-f17025da3749,direct,25,0,25,11,0,0,100.0
f97ee974-67f3-4d72-9ed4-f17025da3749,hierarchical,34,0,34,2,0,0,100.0
f97ee974-67f3-4d72-9ed4-f17025da3749,rag,32,1,33,3,0,0,96.96969696969697
f97ee974-67f3-4d72-9ed4-f17025da3749,rag_verification,31,2,33,3,0,0,93.93939393939394
fc6268ab-ad15-4613-9d8d-12c045e2fd46,direct,36,0,36,9,0,0,100.0
fc6268ab-ad15-4613-9d8d-12c045e2fd46,hierarchical,27,0,27,9,0,9,100.0
fc6268ab-ad15-4613-9d8d-12c045e2fd46,rag,27,0,27,9,0,9,100.0
fc6268ab-ad15-4613-9d8d-12c045e2fd46,rag_verification,27,0,27,9,0,9,100.0
ff8c4724-b7de-4189-bccf-cffddd4d6d44,direct,55,0,55,36,0,14,100.0
ff8c4724-b7de-4189-bccf-cffddd4d6d44,hierarchical,69,1,70,21,0,14,98.57142857142858
ff8c4724-b7de-4189-bccf-cffddd4d6d44,rag,85,4,89,16,0,0,95.50561797752809
ff8c4724-b7de-4189-bccf-cffddd4d6d44,rag_verification,69,0,69,9,0,27,100.0
